"Text","Sentiment"
"Kalo pemerintah lakuin lockdown, trus ekonomi negara kita anjlok, pasti pemerintah salah lagi. Dgn pertumbuhan ekonomi kita yg hanya 5%, akan sangat sulit bergerak disituasi seperti ini, pergerakannya akan mempunyai dampak buruk di sektor lain!! 

Kasi solusi jgn bacotan doang","Positive"
"Jika Indonesia lockdown gak kebayang sebesar apa dampak yg di timbulkan 
Perekonomian bakal lumpuh, bakal banyak orang di PHK, bahan pokok seperti makanan bakal langka, pendidikan gak berjalan. Angka kejahatan pasti meningkat bahkan kematian juga pasti banyak.","Positive"
"Jika covid-19 diidentik dengan tsunami / bencana alam, maka Pemerintah tidak bisa langsung dituduh sbg penanggungjawab utama. Kaum muda sbg komponen cadangan nasional harus hadir. Keep strong Indonesia!","Positive"
"jgn sampai para kadrun tahu...!!!

Dalam kesempatan ini, upaya Pemerintah Indonesia di bawah kepemimpinan Presiden Joko Widodo dalam menangani dampak ekonomi dan sosial terkait COVID-19 mendapatkan apresiasi dari Managing Director IMF. https://m.mediaindonesia.com/amp/amp_detail/301312-kebijakan-ekonomi-sosial-indonesia-saat-pandemi-dipuji-imf?__twitter_impression=trueÂ â€¦","Positive"
"Jgn kan dia,gue juga kesel dan sebel masih ada saja warga indonesia yg berekreasi di saat covid-19 sdng memarak ,dan pemerintah menghimbau di rumah saja mereka malah pilih rekreasi,,,kan SINTING itu namanya !!!","Positive"
"Jelas hrs dipikirin. Mungkin hal itu juga yang membuat pemerintah smp skrg gak melakukan lockdown. Dampak ekonomi apalagi ke orang2 yg menengah kebawah. Jangan salah, keadaan ekonomi sangat berpengaruh ke hidup dan mati seseorang juga. https://twitter.com/wordfangs/status/1246303656032391173Â â€¦","Positive"
"Jangan.. di Indonesia sudah banyak org gila, kasihan pemerintah lagi fokus ke covid-19, tidak sempat memperhatikan yang gila ","Positive"
"Jangan Terlalu menyalahkan orang lain, apakah kalian tau bahwa dia kerja siang malam untuk menangani kasus penyebaran Covid-19 di indonesia, pasti tidak tau kan. makannya focus aja laksanakan Sosial Distancing yang di anjurkan Pemerintah supaya menghambat penyebaran Covid-19","Positive"
"Jangan takut dan jangan kuatir ! Mari bersama dalam harap dan doa bersama...
Kita berseru.... kepada Tuhan Yang Maha Esa supaya belas kasihNya membebaskan Indonesia dari wabah yang terjadi karena Covid 19.
Jangan lupa tetap taati Pemerintah dalam penanganan Virus Corona ini ! pic.twitter.com/9tYNZzxqJX","Positive"
"Iya mbak. Dampak ekonominya berat banget. Wajar sih kalo pemerintah sulit memutuskan lockdown. Tapi satu sisi juga perlu untuk tekan kurva penyebarannya ","Positive"
"Iya dan sekarang kacau tuh India. Udah lihat belum banyak noh yang kelaparan. Dampak sosial lockdown lebih parah daripada dampak virus Corona itu sendiri. Tetiba banyak banget yang merasa lebih pintar dari Pemerintah.","Positive"
"itu mimpi mrk yg picik, indonesia bukan satu daratan, indonesia terdiri dr pulau2 dan pemerintah pasti bijak dlm mengambil setiap langkah bijak n terbaik demi penanganan covid 19. lock down bukan solusi.","Positive"
"It's not time for #WUHANJIAYOU  but it's time for us, Indonesian to say #INDONESIABISA jangan keras kepala Dan dengarkan patuhi aturan pemerintah untuk saat ini,it's not time for hangout freely, it's time for us fight together against Covid-19,INDONESIA BISA!
@jokowi @KemenkesRIpic.twitter.com/yejGwZHjDM","Positive"
"Iseng"" lihat perkembahan covid-19 di malaysia.
Bnyak yg smbuh dan tingkat kematian minim.
Ayo kita dukung pemerintah untuk melawan virus corona di indonesia dengan social distancing dan tetap dirumah,

#PutusRantaiCovid19pic.twitter.com/Oe04OsDJCu","Positive"
"Innalillahi Wainna Ilaihi Rojiun

Semoga usaha keras dan pengorbanan para pahlawaan kemanusiaan ini terbayar dan Indonesia, secara umum dunia terbebaskan dari bencana Covid-19 ini Aminnn

Ayo guys mulailah taati anjuran yang ditetapkan pemerintah, demi kebaikan kita semua https://twitter.com/Detektif_Ngibul/status/1241388994094600192Â â€¦","Positive"
"Innalillahi Wainna Ilaihi Rojiun

Semoga usaha keras dan pengorbanan para pahlawaan kemanusiaan ini terbayar dan Indonesia, secara umum dunia terbebaskan dari bencana Covid-19 ini Aminnn

Ayo guys mulailah taati anjuran yang ditetapkan pemerintah, demi kebaikan kita semua https://twitter.com/Detektif_Ngibul/status/1241388994094600192Â â€¦","Positive"
"Ini yg diharapkan para pecundang politik.  Mereka minta lockdown bukan agar corona teratasi tapi mereka ingin dampak chaosnya dan mereka berharap bisa menunggangi itu untuk acak acak pemerintah!","Positive"
"Ini thread buat dua sudut pandang aja sih, pemerintah pasti dihadapkan dua pilihan, berdampak buruk atau berdampak buruk banget. Dan pastinya milih yang dampak negatifnya sedikit. Sampai sekarang Korea yang besar pasiennya belum lockdown.

https://twitter.com/queensky021/status/1238687340253433858?s=19Â â€¦","Positive"
"Ini thread buat dua sudut pandang aja sih, pemerintah pasti dihadapkan dua pilihan, berdampak buruk atau berdampak buruk banget. Dan pastinya milih yang dampak negatifnya sedikit. Sampai sekarang Korea yang besar pasiennya belum lockdown.

https://twitter.com/queensky021/status/1238687340253433858?s=19Â â€¦","Positive"
"Ini nih Pemerintahan betul-betul sangat peduli sama rakyat Indonesia, pada saat ada pandemi covid-19 upaya-upaya pemerintah penuhi kebutuhan rakyat Indonesia yaitu bantuan Rp 600/bulan selama 3 bulan. Terima kasih pakdhe @jokowi atas bantuannya.pic.twitter.com/iV1QqkY9wn","Positive"
"Ini nih Pemerintahan betul-betul sangat peduli sama rakyat Indonesia, pada saat ada pandemi covid-19 upaya-upaya pemerintah penuhi kebutuhan rakyat Indonesia yaitu bantuan Rp 600/bulan selama 3 bulan. Terima kasih pakdhe @jokowi atas bantuannya.pic.twitter.com/iV1QqkY9wn","Positive"
"Ini loh negara saya masih optimis dan masih dipercaya oleh investor lokal & asing di tengah wabah COVID-19.

Investor asing optimis berinvestasi di Indonesia masih aman dengan melihat kebijakan pemerintah dalam menangani wabah COVID-19.
#FightCoronaWithJokowipic.twitter.com/dZ35d5Cpcm","Positive"
"INI KETERLALUAN... PAKAI BANGET...!! Disaat pemerintah Indonesia berperang melawan Covid 19, bahkan kita disuruh berdiam di rumah,,, kalian buat pemerintah khawatir bahkan : 
LIBURAN DIBUAT KAMPANYE TANGGAL 20 Maretâ€¦ https://www.instagram.com/p/B99umy0j-bz/?igshid=kwl8trc9b3t6Â â€¦","Positive"
"INI KETERLALUAN... PAKAI BANGET...!! Disaat pemerintah Indonesia berperang melawan Covid 19, bahkan kita disuruh berdiam di rumah,,, kalian buat pemerintah khawatir bahkan : 
LIBURAN DIBUAT KAMPANYE TANGGAL 20 Maretâ€¦ https://www.instagram.com/p/B99umy0j-bz/?igshid=kwl8trc9b3t6Â â€¦","Positive"
"Ini kabar duka loh, tapi ya jangan dipolitisasi dong. Jangan ambil kesempatan dalam kesempitan. Trus pak jokowi harus ngapain? Maunya apa tolong dijelaskan. Jangan menggiring opini untuk menyudutkan pemerintah. Mending kasi solusi konkrit. Teriak lockdown, dampak uda dipikirin? https://twitter.com/niniesrina/status/1246038073097334785Â â€¦","Positive"
"Ini bukan hanya tentang Jokowi tapi semua warga Indonesia yg terkena dampak lockdown asuuu
Otak mikir napa","Positive"
"Ini buat lu pada yg masih suka nongkrong pas malam hari.udah tau Indonesia lagi kena musibah Corona lu malah asik kumpul-kumpul bareng teman di pinggir jalan atau warkop.nanti kalau lu udah positif Covid-19 malah nyalahin pemerintah,padahal lu sendiri yg cari penyakit.","Positive"
"Ini buat lu pada yg masih suka nongkrong pas malam hari.udah tau Indonesia lagi kena musibah Corona lu malah asik kumpul-kumpul bareng teman di pinggir jalan atau warkop.nanti kalau lu udah positif Covid-19 malah nyalahin pemerintah,padahal lu sendiri yg cari penyakit.","Positive"
"Ini bicara dampak nantinya, apa kesiapan pemerintah??
Jika Dampak , ga ada yang tau kedepan seperti apa.
Kesiapan pemerintah, saya yakin pemerintah bekerja.
Kesehatan itu lebih utama, yg saya perlu tau apakah lockdown tidak menyebar? Apalagi ga di tutup
https://twitter.com/haibitjy/status/1238815180873596929?s=19Â â€¦","Positive"
"Ini awal yg baik dri penanganan covid 19 di indonesia...
Lanjutkan terus pak @jokowi kita terus mendukung pemerintah https://twitter.com/jokowi/status/1240965579764150273Â â€¦","Positive"
"Inget ini bukan peran pemerintah doang ya!!!
Kalian semua yg ada di Indonesia lebih SADAR DIRI dengan adanga covid-19 ini. Tanpa tindakan bijak kalian semua percuma kalo pemerintah berjuang keras melawan covid. Sadar diri jngan salahin pihak sana sini. Kalau ad ganguan cek segera https://twitter.com/CNNIndonesia/status/1239840831864893441Â â€¦","Positive"
"Indonesia telat?
Pemerintah pusat lemot?
Indonesia hanya mikirin ekonomi?

Oh tidak Yg spt kamu bayangkan ferguso...
Coba di cek dlu jepang seluk beluk mereka handapin covid-19.

Kmrn nntn news luar, mindblowing jadinyaaaaaaa https://twitter.com/STcom/status/1247121705237123075Â â€¦","Positive"
"Iya mbak. Dampak ekonominya berat banget. Wajar sih kalo pemerintah sulit memutuskan lockdown. Tapi satu sisi juga perlu untuk tekan kurva penyebarannya ","Positive"
"Iya dan sekarang kacau tuh India. Udah lihat belum banyak noh yang kelaparan. Dampak sosial lockdown lebih parah daripada dampak virus Corona itu sendiri. Tetiba banyak banget yang merasa lebih pintar dari Pemerintah.","Positive"
"itu mimpi mrk yg picik, indonesia bukan satu daratan, indonesia terdiri dr pulau2 dan pemerintah pasti bijak dlm mengambil setiap langkah bijak n terbaik demi penanganan covid 19. lock down bukan solusi.","Positive"
"It's not time for #WUHANJIAYOU  but it's time for us, Indonesian to say #INDONESIABISA jangan keras kepala Dan dengarkan patuhi aturan pemerintah untuk saat ini,it's not time for hangout freely, it's time for us fight together against Covid-19,INDONESIA BISA!
@jokowi @KemenkesRIpic.twitter.com/yejGwZHjDM","Positive"
"Iseng"" lihat perkembahan covid-19 di malaysia.
Bnyak yg smbuh dan tingkat kematian minim.
Ayo kita dukung pemerintah untuk melawan virus corona di indonesia dengan social distancing dan tetap dirumah,

#PutusRantaiCovid19pic.twitter.com/Oe04OsDJCu","Positive"
"Innalillahi Wainna Ilaihi Rojiun

Semoga usaha keras dan pengorbanan para pahlawaan kemanusiaan ini terbayar dan Indonesia, secara umum dunia terbebaskan dari bencana Covid-19 ini Aminnn

Ayo guys mulailah taati anjuran yang ditetapkan pemerintah, demi kebaikan kita semua https://twitter.com/Detektif_Ngibul/status/1241388994094600192Â â€¦","Positive"
"Innalillahi Wainna Ilaihi Rojiun

Semoga usaha keras dan pengorbanan para pahlawaan kemanusiaan ini terbayar dan Indonesia, secara umum dunia terbebaskan dari bencana Covid-19 ini Aminnn

Ayo guys mulailah taati anjuran yang ditetapkan pemerintah, demi kebaikan kita semua https://twitter.com/Detektif_Ngibul/status/1241388994094600192Â â€¦","Positive"
"Ini yg diharapkan para pecundang politik.  Mereka minta lockdown bukan agar corona teratasi tapi mereka ingin dampak chaosnya dan mereka berharap bisa menunggangi itu untuk acak acak pemerintah!","Positive"
"Ini thread buat dua sudut pandang aja sih, pemerintah pasti dihadapkan dua pilihan, berdampak buruk atau berdampak buruk banget. Dan pastinya milih yang dampak negatifnya sedikit. Sampai sekarang Korea yang besar pasiennya belum lockdown.

https://twitter.com/queensky021/status/1238687340253433858?s=19Â â€¦","Positive"
"Indonesia memang the best. Banjir dikit yg kena pemerintah, ada musibah selain banjir  pun yg kena pemerintah, dan sekarang wabah covid-19 yg kena juga pemerintah. Disangka pemerintah Tuhan wkak","Positive"
"INDONESIA MELAWAN COVID-19.
#SahabatPemilih pastikan untuk tetap di rumah. Patuhi instruksi sehat  pemerintah. Selamat bekerja dari rumah.

#KPUMelayani
#KPUKotaSibolga
#DiRumahAjapic.twitter.com/NyL2XONZHq","Positive"
"Indonesia mau lockdown atau tdk korban ttp akan berjatuhan tak terhindari dr kalangan rakyat, kt tdk pernah tau opsi Mn yg bs dipastikan meminimalisir kerugian jiwa dan materi, yg jelas pemerintah sdh melakukan langkah2 kongkrit mengatasi wabah covid-19","Positive"
"Indonesia makin terarah menanganani corona..! Semoga bangsa kita segera bisa atasi penyebaran covid-19 ini. Dengan bahu membahu seluruh sumber daya rakyat bersama pemerintah, niscaya perang ini kita menangkan. https://twitter.com/aw3126/status/1247445662666383360Â â€¦","Positive"
"Indonesia Lockdown ?
Itu bukan jalan terbaik...

Tidak semua orang bisa menyediakan bahan makanan slama beberapa minggu...
Apalagi pekerja yang upahnya harian (ojol,opang,buruh,dll)...

Percayalah, Pemerintah Pusat sudah banyak bekerja utk mlawan Covid-19..
#TanpaTagarpic.twitter.com/NO6r8DuFnV","Positive"
"Indonesia Kuat Indonesia Sehat
#AntiLockDown#
Insya Allah dgn pernyataan Presiden RI Bpk. Ir. Jokowidodo, yg menyatakan Pemerintah Indonesia belum akan melakukan ""LockDown"" suatu sinyal positif yg membawa perubahan negeri kita bisa pulih kembali akibat disayat oleh Virus Covid 19","Positive"
"Harusnya memang ada mas, tapi saya rasa kalo memang nantinya akan ada kebijakan lockdown ga mungkin kalo pemerintah tidak memikirkan dampak dan cara preventif untuk mengurangi dampaknya. Semoga ada jalan terbaik ya","Positive"
"Harus PSPB sesuai anjuran pemerintah #PSBB #PSPB #COVID19 #COVID19indonesia #DiRumahAjaDulu #diamdirumahaja #bacotansantuy #dindasafay #Corona #CoronaIndonesia #lockdownindonesia #Lockdownpic.twitter.com/UMfXIv0TXi","Positive"
"Hari Jum'at kali ini berbeda dari biasanya bukan?

Sejak wabah virus corona atau Covid 19 masuk ke Indonesia, kini beberapa tempat termasuk Masjid kini mulai sepi

Bukan tanpa sebab pemerintah mengeluarkan imbauanâ€¦ https://www.instagram.com/p/B-O6J-TAYbo/?igshid=dubqxgy8vv84Â â€¦","Positive"
"Hanya kepada Allah kita memohon perlindungan cc @jokowi @SBYudhoyono @prabowo @KemenkesRI @ZUL_Hasan @sandiuno @AgusYudhoyono @aniesbaswedan 

Ikhtiar Pemerintah Pusat & Daerah, seluruh komponen bahu membahu pada penanganan Covid-19.

Indonesia bangkit !! pic.twitter.com/h6Io9tf7OD","Positive"
"Hanya di negara INDONESIA dimana ada sebagian warganya yg gembira sambil nyalahin pemerintah KETIKA ada BENCANA COVID 19...","Positive"
"Hanya di Indonesia, COVID-19 dijadikan alat Virus Congorna Kadrun untuk menjatuhkan Pemerintah.
#BersatuLawanCovid19","Positive"
"Hallo #SobaTernak
Â°
Wabah Covid-19 masih melanda Indonesia, jadi tetaplah tinggal di rumah sesuai anjuran pemerintah, serta jangan lupa terapkan Perilaku Hidup Bersih dan Sehat (PHBS) ya !
Â°
Salah satu cara menjagaâ€¦ https://www.instagram.com/p/B-jIuSolmNW/?igshid=190knbaeakb4Â â€¦","Positive"
"Haha iya mbk.Maka nya kadrun hoby nya yg bikin panik.tindakan nyata emang perlu tapi gak perlu juga bikin statmen kl seluruh kecamatan di dki ada kasus corona. Hoby banget mau lock down negera kadrun emang gak mikir dampak lock down daerah.mental spt kadrun emang udah siap dilock","Positive"
"Haduuuuh kalian semua manusia2 di buat dari apa sih otak kalian semua,skrg bukan saatnya saling cela tapi saling bahu membahu untuk mematuhi himbauan pemerintah supaya masalah covid 19 segera berakhir di indonesia","Positive"
"Habis lihat video luar terkait Covid-19 di mana ada korban berjatuhan/tak sadarkan diri di jalan-jalan. Semoga di Indonesia tidak sampai seperti itu. Aamiin.

Ayo, lakukan social distancing dengan baik, dan taati arahan pemerintah.","Positive"
"Gw yakin seratus persen, ketika Covid 19 ini berakhir di Indonesia, maka kondisi ekonomi stabil dan sosial di Indonesia akan jadi lebih baik Tapi ada satu catatan penting yg harus dipegang jika semua itu ingin terwujud, plisss patuhi segala himbauan pemerintah.
#BuktikanSayangmupic.twitter.com/0tmsmgOY2l","Positive"
"Gue harap pada nurut sama pemerintah, pengen cepet reda covid-19 gak? tapi  knp rakyat nya pada ngeyel. Gue tau kalian punya ego besar tapi please tahan dlu laa soalnya ini dampaknya ke semua orang, dunia bukan punya lo doang. Lawan corona indonesia mampu, semangat saudaraku.","Positive"
"Gue gatau deh harus dukung disegerakan lockdown atau engga. Karena menurut gue dampak lockdown gak main main. Emang untuk sekarang udah paling bener sih social distancing dan segalamacemnya tapi harus di barengin sama pemerintah yg lebih tanggap lagi dan rakyat yg sadar diri","Positive"
"Gua bukan buzzer pemerintah cuman kesal dengan sebagian besar cuitan netizen di Indonesia yang engga paham yang se enak jidat ngomong lockdown bla bla tentang covid 19 ini.","Positive"
"Gini ya bang... mau nyaranin lockdown ya di negara sono gagal, nyaranin gak lockdown juga sama aja. Trus kalo semua biaya hidup kita ditanggung pemerintah, pasti hutang lagi ke IMF. Dampak le depannya itu banyak. Jujur saya gak punya solusi makanya sementara ngikut aturan aja.","Positive"
"Gila kesel bgt sama warga indonesia sumpah! Capek buka sosmed ngeliat orang-orang bodoh tak ber otak ini, liat aja kalian yang nyepelein si covid 19. Belom aja dia kena ni virus baru dah nyalahin pemerintah.","Positive"
"Gapapa, lumayan buat ngurangin manusia Indonesia yang tolol dan gatau aturan. Giliran kena Covid-19 salahin Jokowi nanti. Gapapa teriak2 aje terus ""salah pemerintah, salah Jokowi"" sampe BEDARAH2 Ampe mati gaush ditolong. Emg gaada  https://twitter.com/permadiaktivis/status/1247041235103043584Â â€¦","Positive"
"Gampang banget ya orang minta lockdown. Kurasa dampak buruk lockdown akan lebih besar daripada tujuan baiknya dengan kondisi negara dan masyarakat kita yg masih seperti ini -_- yg paling penting itu ya sadar diri dan keluarga, jaga kesehatan, tingkatkan imun tubuh","Positive"
"Di saat negara lain sudah mulai bersama-sama melawan covid-19, Indonesia masih berbicara prihal Tuhan, bid'ah, bahkan sampai surat edaran dari pemerintah untuk diam di rumah dianggapnya sesat ....padahal itu sudah melalu proses ijtihad yg panjang demi kemaslahatan bersama.Huf","Positive"
"di saat china terkena wabah Covid-19 para warganya mengikuti aturan pemerintah pusat untuk kebaikan Bersama, kalo di Indonesia malah liburan corona","Positive"
"Di saat ada bencana Covid-19 seperti sekarang, Anak Mellenial yang baik adalah ikut pemerintah dan fatwa ulama'. 
1. Jaga Kesehatan. 
2. Jangan Bepergian. 
Ini pesan dari DKN @Gardabangsaa seluruh Indonesia. 
@cakimiNOW
@EmHasanuddin
@tommykurniawan7
@sahabatodiepic.twitter.com/z1tUXOIWXH","Positive"
"Di Mekah jg semua orang lbh shaleh dan ahli Surga pny Allah tp ketika Pemerintahnya menyetop ibadah di Masjidil Haram semua nurut demi terputusnya rantai penyebaran virus Covid-19.. Kalo di Indonesia, goblok gak nurut dgn ulama & pemerintah..","Positive"
"Di italy sama kaya di indonesia , begitu sekolah di liburkan , mereka malah asik liburan menyepelekan ... Jadi ga cuma org indo yg gitu ... 

Dan akhirnya pemerintah nya di cap  kurang tegas menanggapi covid-19 

Jadi pemerintah indo harus bener bener tegas . Biar ga kaya italy","Positive"
"Di Indonesia tdk jelas kpn wabah Covid-19 mereda. Bila wabah tdk mereda dlm 2-bln, hal spt Filipina mungkin akan terjadi.

Hal ini sdh diperhitungkan.
Tetapi pemerintah sdh sedia payung sebelum hujan, krn segalanya sdh diperhitungkan.
Darurat Sipil pilihan terakhir... https://twitter.com/Dennysiregar7/status/1246657284505305089Â â€¦","Positive"
"Di Indonesia pecundang politik dg nyanyian lagu setuju gempur pemerintah.
Bukan saling bahu membahu dan bersatu melawan #COVID_19","Positive"
"Dengan se-iring pemerintah berusaha menangani pandemi covid-19 ini,
Terima kasih untuk para dokter,tim medis,kepolisian,para relawan,dan pihak yang selalu senantiasa berjuang agar indonesia segera pulih dari wabah covid-19.
Lekas sembuh indonesiaku #BersamaLawanCovid19","Positive"
"Dampak lockdown akan sangat besar...sebaiknya jangan pak @jokowi , spy tidak dimanfaatkan oleh orgÂ² yg sdh menunggu moment tsb utk berbuat halÂ² yg tdk diinginkan #JokowiBisa","Positive"
"Dalam situasi seperti ini semangat persatuan Indonesia sangat di butuhkan dalam memerangi Covid-19. Para artis yg biasa ngeflok dan followernya jutaan bisa sbg influenzer positif pemerintah dalam situasi ini. 
#DukungJokowiBasmiCorona","Positive"
"Dalam kesempatan ini, upaya Pemerintah Indonesia di bawah kepemimpinan Presiden Joko Widodo dalam menangani dampak ekonomi dan sosial terkait COVID-19 mendapatkan apresiasi dari Managing Director IMF.

Clear ya...
 https://m.mediaindonesia.com/amp/amp_detail/301312-kebijakan-ekonomi-sosial-indonesia-saat-pandemi-dipuji-imf?__twitter_impression=trueÂ â€¦","Positive"
"Banyak orang Indonesia sibuk membandingkan bagaimana respon atas situasi terkait Covid-19, antara pemerintah Indonesia dan pemerintah negara lain. Yang lupa dilakukan adalah membandingkan sikap dirinya sebagai warga negara. Terhadap masyarakat dunia yang negaranya dibandingkan.","Positive"
"Cuma sekarang ini wajar dong kalau pemerintah mempertimbangkan imbas atau dampak lockdown. Kalau sampai lockdown gimana paniknya masyarakat, hal utama yg diincar pasti bahan pangan mbak. Ada kemungkinan harga naik, stok kosong dll. Please lah, kalau berargumen gini","Positive"
"Cuma mau kasih tahu, yang dilakukan negara lain belum tentu cocok dan bisa diimplementasikan di Indonesia...
Yang paling penting sekarang bahu-membahu. Baik itu pemerintah, kelompok, maupun individu.
Semoga kita semua lekas melewati wabah covid-19 ini.
Aamiin...","Positive"
"Cuma manusia dan politikus pecundang yg terus menyerang pemerintah yg sedang berjuang menghadapi wabah Covid 19 . Kita sebagai warganegara Indonesia harusnya bersatu membantu pemerintah Indonesia.","Positive"
"Cuma ada di Indonesia menghujat pemimpinnya menghadapi Covid-19. China, Korea, Italia Malah bahu membahu rakyatnya membantu pemerintah nangani covid-19.

Dari Sini kita bisa membuat kesimpulan bahwa rakyat kitalah yg membuat negara ini tdk majuÂ².

Betul gk bg @Dennysiregar7 ","Positive"
"Cukuplah India menjadi pembelajaran, semoga pemerintah Indonesia sudah sangat cermat dan berhati-hati dalam mengambil apapun keputusan terkait covid-19.","Positive"
"Cukup Kita Mendengar Aturan PEMERINTAH dan Terus Berdiam Dirumah Dengan Sendirinya PANDEMI COVID-19 Ini Akan Berakhir, dan Juga Mengurangi Angka Kematian... 
Tolonglah Jangan Kita Melawan, Bandel Atau Mengabaikan Ini Semua... 
Ini Demi Diri Kita, Keluarga Kita dan INDONESIA.. ","Positive"
"BERSATU MENGATASI
COVID-19

Ibu Pertiwi dan Dunia
kedatangan tamu

Makhluk terkecil,
tdk kasat mata,covid-19

Teruslah semangat Bangsa
Indonesia,
Makin disiplin patuhi petunjuk Pemerintah

Jangan sembrono
Tdk usaha panik
Ber-sama2 jaga sehat,
berdoa

Smg covid sgr mereda,sirna.","Positive"
"Berita Bahagia, banyak Pemberitaan menyebutkan bahwa korban Covid-19 dapat sembuh
Namun Ingat Tetap Disiplin ikuti Ajakan Pemerintah untuk melakukan Upaya Pencegahan
#CoronaBisaDisembuhkan @ Subang, Indonesia https://www.instagram.com/p/B-jS4k4nsJC/?igshid=js0ddiehfyc6Â â€¦","Positive"
"Bener mas, lockdown tidak smudah yg dibayangkan, makanya sy percaya pemerintah tidak dg mudah segera memberlakukan kebijakan itu. Karna dampak nya sgt besar.","Positive"
"Bener dok bukan satnya saling serang, saling menyalahkan tolong para pemerintah kita saling gotong royong untuk melawan kasus ini  tolong pak @jokowi  mari kita satukan perbedaan demi suatu tujuan indonesia bebas covid-19. Kalo seperti ini terus kurva kematian akan terus naik.","Positive"
"Bener bgt tu kak @Dsinathrya disangkanya lockdown segampang yg mereka kira apa? mereka ga mikir apa dampaknya gmn, IHSG aja anjlok terus, dikira government tidur apa, president kan mikir dampak di segala aspek.. capek  tau ngadepin org2 yg pikir pendek gitu ","Positive"
"Belumnya harus ikuti protokol pusat,dan pertimbangan dampak ekonomi sosialnya.cukup jaga jarak dan gunakan masker,bg yg sakit sadari dan stay at home,jg periksa kesehatannya.dan pusat yg menentukan kebijakan bukan daerah itu saja,kita semi lockdown,bukan total.pikir dampak dulu.","Positive"
"Belum di-lockdown masyarakat bawah sdh ada yang kekaparan. Apalagi yg cuma latah lockdown tanpa perencanaan matang tentu semakin banyak kasus kek gini. Lebih baik pemda ikuti langkah2 pusat biar penanganan dan dampak wabah corona bisa diorganisir scr baik.
https://www.kompas.com/tren/read/2020/04/05/100000965/viral-dikira-tergeletak-karena-corona-seorang-bapak-bapak-ternyataÂ â€¦","Positive"
"Banyak yg blng â€œNgapain Rachel Vennya galang dana, kan itu tanggung jwb pemerintah.â€
Hey jgn salahkan pemerintah sepenuhnya, kalian tau kan Indonesia masih dlm kategori Negara Berkembang. Gmn kl â€œmisalnyaâ€ Covid-19 ini makin parah ky Italia :(","Positive"
"Banyak pro dan kontra dengan penanganan covid-19 di Indonesia terutama soal lockdown. Kebijakan pemerintah yang sampai saat ini belum lockdown bagi sy itu yang terbaik karena bukan cuma 1 wilayah saja yang di fikirkan tapi seluruh Indonesia. Semoga masih banyak orang yang smart","Positive"
"YAKIN Pemerintah TIDAK AKAN MAMPU mengelola lockdown...
Jutaan yg kena dampak nye klo lockdown sprti italy.

Formulasi ""lockdown"" yg tepat untuk pencegahan.

CC pak @aniesbaswedan @msaid_didu @RamliRizal 
Woy pak @fadlizon
Darurat, Indonesia butuh pemimpinhttps://twitter.com/zarazettirazr/status/1238848883746172928?s=19Â â€¦","Negative"
"Yakin neh Jokowi telah pelajari #Lockdown #LockdownNow #COVID19 

[Jokowi beralasan telah mempelajari karakter hingga dampak sejumlah negara di dunia yang melakukan lockdown] http://cnn.id/486338Â ","Negative"
"Yaa. Kita memang tidak siap. Rantai komando informasi gak jalan. Pemerintah Pusat dan Daerah jalan sendiri2.

Dari segi ekonomi, banyak rakyat Indonesia yang kerja harian, kalau gak kerja ya gak makan.

Semoga Covid-19 segera berakhir dan berlalu. Aamiin.","Negative"
"Yaa gimana kalau gagal? Lebih baik mencegah daripada mengobati. Lebih baik menyiapkan Plan B! Jangan pernah menggampangkan suatu masalah... Kesalahan pertama Pemerintah Indonesia terhadap Covid-19 adalah meremehkan masalah. Jangan sampai terulang!!!","Negative"
"Yaa Allah.. smg tdk terjadi di Indonesia.. smg Pemerintah Pusat segera ""sadar"" dan bergerak cepat menangani ini.. satu nyawa sj sangat berharga. Jangan lg katakan covid 19 tdk tahan cucaca di indonesia..  apa yg tjd d Ekuador adlh keadaanya nyata.. tropis, lembab dan byk yg tewas","Negative"
"Ya inilah mungkin efek ketidaksiapan pemerintah dari awal untuk mencegah virus COVID-19 masuk ke Indonesia. Apalagi dalam penanganan masih amburadul didaerah2. Semoga semuanya berakhir dan kembali seperti semula ","Negative"
"Ya harus siap lah kur.. cara paling efektif walau dampak ekonominya gde..
Lockdown is in effect di semua negara yang suspect coronanya tinggi..","Negative"
"Ya emang harus ada yg dikorbankan gak sih? Italy lockdown juga pasti govt-nya udah mikir dampak multidimensinya tmsk ekonomi.

Apapun pertimbangannya, kalaupun benar merely krn takut ekonomi knp2, otak gue beneran ga bs proses bahwa uang prevails over nyawa manusia. Sad.","Negative"
"Ya Allah... Korban semakin meningkat... Jika pemerintah  tidak tegas juga untuk mengeluarkan kebijakan lockdown. Maka 1/4 juta Penduduk RI Akan Meninggal karena Covid 19 kata para ahli. China aja mau lockdown jilid 2!!! Indonesia kpiye? Na'udzubillah
https://youtu.be/wxg2jdmQJtUÂ ","Negative"
"Ya Allah ...!
Apa tindakan Pemerintah agar Covid-19 tidak menyebar luas?
Hanya memperbanyak Test dan Himbauan jaga jarak serta diam dirumah?
Sedangkan penyebaran penularan nya lebih cepat dan tambah banyak lagi.
Mau nunggu hingga semua rakyat Indonesia terjangkit?
Cc. @jokowi","Negative"
